"Loci","Gene","XGB Score","Training_Score","LocusGene(s)","AvgScore_Per_Locus","SD_Per_Locus","Upper_SD_Threshold","direct_PPI_count","secondary_PPI_count","Avg_TopGene_Diff_Per_Locus","Variance_Per_Locus","IQR_Per_Locus","rsID_LEAD_SNP","minTRAIT","Median_Pvalue","Gene_type"
247,"RBMS1",0.73105651140213,NA,"RBMS1",0.73105651140213,NA,NA,0,2,NA,NA,0,NA,"SBP",6.95e-07,"protein_coding"
248,"PCOLCE2",0.795922040939331,NA,"PCOLCE2",0.795922040939331,NA,NA,0,0,NA,NA,0,NA,"PP",1.76e-14,"protein_coding"
249,"CAST",0.890762031078339,1,"CAST, ERAP1",0.857234448194504,0.0474151624279075,0.904649610622412,0,65,0.06705516576767,0.00224819762806485,0.0335275828838349,NA,"DBP",2.09e-09,"protein_coding"
250,"CDK6",0.79225504398346,NA,"CDK6",0.79225504398346,NA,NA,2,29,NA,NA,0,"rs42038, rs2282978","PP",8.38e-40,"protein_coding"
251,"SLC7A2",0.889227271080017,NA,"PDGFRL, SLC7A2",0.769362419843673,0.16951449827027,0.938876918113944,0,0,0.239729702472687,0.0287351651238215,0.119864851236343,"rs56335308, rs75902664","DBP",1.18e-09,"protein_coding"
252,"PSMD5",0.882744550704956,0.75,"FBXW2, PHF19, PSMD5, PSMD5-AS1, TRAF1",0.728753900527954,0.13399450839046,0.862748408918414,0,21,0.192488312721252,0.0179545282788009,0.190707266330719,"rs10760117","PP",4.93e-14,"protein_coding"
253,"PBX3",0.854593396186829,NA,"MAPKAP1, PBX3",0.809910893440247,0.0631906013849893,0.873101494825236,1,2,0.089365005493164,0.00399305210339661,0.0446825027465819,"rs13288002","SBP",1.41e-14,"protein_coding"
254,"PRDM16",0.775160431861877,NA,"PRDM16",0.775160431861877,NA,NA,0,2,NA,NA,0,"rs2493292, rs2493291","DBP",6.495e-23,"protein_coding"
255,"ODF2L",0.7193763256073,NA,"CLCA2, ODF2L",0.702510863542557,0.0238513651876485,0.726362228730206,0,0,0.033730924129486,0.000568887621314569,0.0168654620647432,"rs385437","PP",4.85e-08,"protein_coding"
256,"UBASH3B",0.744558274745941,0.75,"UBASH3B",0.744558274745941,NA,NA,0,41,NA,NA,0,"rs1106243","DBP, SBP",6.68e-09,"protein_coding"
257,"ZFP36L1",0.56922048330307,NA,"ZFP36L1",0.56922048330307,NA,NA,0,5,NA,NA,0,"rs57786342","DBP,SBP",4.735e-10,"protein_coding"
258,"CLEC16A",0.748049080371857,NA,"CLEC16A",0.748049080371857,NA,NA,0,1,NA,NA,0,"rs9937309, rs11642631","PP",7.765e-06,"protein_coding"
259,"SLC14A2",0.980312705039978,1,"SLC14A2",0.980312705039978,NA,NA,0,2,NA,NA,0,"rs72915306, rs2193635, rs7236548","PP",4.3e-41,"protein_coding"
260,"PFN2",0.802999436855316,NA,"ANKUB1, PFN2, RNF13",0.527567833662033,0.278865263293623,0.806433096955656,0,2,0.413147404789925,0.0777658350718216,0.278804078698158,"rs1457553","PP",1.03e-07,"protein_coding"
260,"RNF13",0.534312784671783,NA,"ANKUB1, PFN2, RNF13",0.527567833662033,0.278865263293623,0.806433096955656,0,2,0.413147404789925,0.0777658350718216,0.278804078698158,NA,"PP",2.09e-08,"protein_coding"
261,"LIMD1",0.651378989219666,NA,"LIMD1",0.651378989219666,NA,NA,0,6,NA,NA,0,"rs34877991","PP",1.87e-06,"protein_coding"
262,"HIST1H2AG",0.458349376916885,NA,"HIST1H2AG, VN1R11P",0.280271995812654,0.251839447509485,0.53211144332214,0,19,0.356154762208461,0.0634231073218827,0.178077381104231,NA,"PP",7.07e-15,"protein_coding"
263,"HIST1H2BK",0.596776008605957,NA,"HIST1H2BK, PRSS16",0.506878957152367,0.12713362938302,0.634012586535386,0,13,0.179794102907181,0.016162959720099,0.0898970514535906,NA,"",NA,"protein_coding"
264,"ARHGAP29",0.758531093597412,NA,"ARHGAP29, GAPDHP29",0.430362854152918,0.464099974962505,0.894462829115423,0,0,0.656336478888988,0.215388786760197,0.328168239444494,"rs17396055","DBP",2.41e-09,"protein_coding"
265,"ABCC8",0.765669643878937,NA,"ABCC8",0.765669643878937,NA,NA,1,6,NA,NA,0,NA,"SBP",5.4e-27,"protein_coding"
266,"LIMA1",0.868192493915558,NA,"ATF1, CERS5, COX14, DIP2B, FAM186A, FAM186B, FMNL3, GPD1, LARP4, LIMA1, LSM6P2, PRPF40B, SMARCD1, TMBIM6",0.620639710021871,0.220438343931564,0.841078053953434,0,4,0.266595305731663,0.0485930634752903,0.290464341640473,NA,"DBP",1.18e-50,"protein_coding"
267,"CHD2",0.775238692760468,NA,"CHD2, FAM174B",0.658013492822648,0.165781467603963,0.823794960426611,0,0,0.234450399875641,0.027483495000924,0.117225199937821,"rs11632112","PP",8.39e-11,"protein_coding"
268,"CPXM1",0.471668630838394,NA,"C20orf141, CPXM1, TMEM239",0.242099178334077,0.200393628571418,0.442492806905496,0,0,0.344354178756475,0.0401576063720196,0.184737008064985,NA,"PP",9.34e-10,"protein_coding"
269,"MORC3",0.765845000743866,NA,"CHAF1B, MORC3",0.73744660615921,0.0401613947712431,0.777608000930453,0,2,0.056796789169312,0.00161293762997164,0.028398394584656,"rs62229372","DBP",4.895e-07,"protein_coding"
270,"KLHL38",0.629813551902771,NA,"KLHL38",0.629813551902771,NA,NA,0,0,NA,NA,0,NA,"SBP",6.85e-06,"protein_coding"
271,"HAUS6",0.859991431236267,NA,"HAUS6, PLIN2, RRAGA",0.689628899097443,0.153257465561607,0.84288636465905,0,2,0.255543798208236,0.0234878507503673,0.148510187864303,"rs4977492","PP",1.34e-08,"protein_coding"
272,"ATXN2",0.787594318389893,NA,"ATXN2, SH2B3",0.743055790662766,0.0629869899598339,0.806042780622599,0,9,0.089077055454255,0.00396736090420021,0.0445385277271275,NA,"DBP",1.03e-178,"protein_coding"
273,"MLXIP",0.768312156200409,NA,"BCL7A, MLXIP",0.726273208856583,0.0594520494815279,0.78572525833811,0,2,0.084077894687653,0.00353454618755404,0.0420389473438265,"rs28498002","DBP",3.885e-17,"protein_coding"
274,"ABCC9",0.980823874473572,1,"ABCC9",0.980823874473572,NA,NA,1,5,NA,NA,0,"rs704191","PP",1.05e-14,"protein_coding"
275,"MARK3",0.821693360805512,NA,"CKB, MARK3, TRMT61A",0.748310287793478,0.0755281575071801,0.823838445300658,0,15,0.110074609518051,0.00570450257642941,0.0754437744617464,"rs8014182, rs17679259","DBP",5.02e-14,"protein_coding"
276,"PLEKHH1",0.786106526851654,NA,"PLEKHH1, TMEM229B",0.6563019156456,0.183571441626169,0.839873357271768,0,0,0.259609222412109,0.03369847418071,0.129804611206055,"rs731681","DBP",4.11e-09,"protein_coding"
277,"MPPE1P1",0.102194614708424,NA,"MPPE1P1",0.102194614708424,NA,NA,0,0,NA,NA,0,NA,"PP",5.04e-11,"pseudogene"
278,"EIF2AK4",0.849020719528198,NA,"EIF2AK4",0.849020719528198,NA,NA,0,1,NA,NA,0,"rs11629850, rs11070245, rs3736290","SBP",1.51e-13,"protein_coding"
279,"APOH",0.871381759643555,NA,"APOH",0.871381759643555,NA,NA,1,7,NA,NA,0,"rs112260610","SBP",3.055e-09,"protein_coding"
280,"CYBRD1",0.543473899364471,NA,"CYBRD1",0.543473899364471,NA,NA,1,2,NA,NA,0,"rs151054210","PP",8.76e-11,"protein_coding"
281,"MFSD6",0.671938419342041,NA,"MFSD6, TMEM194B",0.642841637134552,0.0411490640192471,0.683990701153799,0,0,0.058193564414978,0.0016932454696601,0.029096782207489,NA,"DBP,PP",1.97e-15,"protein_coding"
282,"PDGFC",0.791169464588165,0.75,"PDGFC",0.791169464588165,NA,NA,0,4,NA,NA,0,"rs17035181, rs7672622, rs4691380, rs6822892","SBP, DBP",1.3e-11,"protein_coding"
283,"IRF5",0.770293951034546,NA,"IRF5",0.770293951034546,NA,NA,0,14,NA,NA,0,"rs4728142","SBP",3.19e-09,"protein_coding"
284,"C1GALT1",0.880838751792908,NA,"C1GALT1",0.880838751792908,NA,NA,0,0,NA,NA,0,"rs10259085, rs1468520","DBP",1.22e-10,"protein_coding"
285,"PTPRD",0.852639853954315,NA,"PTPRD",0.852639853954315,NA,NA,0,20,NA,NA,0,"rs35287509, rs4626664, rs1332813","SBP,DBP",9.16e-12,"protein_coding"
286,"ADORA1",0.894137561321259,NA,"ADORA1, MYBPH",0.752348572015763,0.200519911671007,0.952868483686769,0,5,0.283577978610993,0.0402082349765484,0.141788989305497,"rs33996239","DBP",1.265e-10,"protein_coding"
287,"MTF1",0.832634449005127,NA,"C1orf122, MANEAL, MTF1, YRDC",0.56971100717783,0.191704075376015,0.761415082553845,0,14,0.350564589103063,0.0367504525157728,0.115386448800564,"rs9729719","PP",1.53e-18,"protein_coding"
288,"TRIM29",0.687322735786438,NA,"TRIM29",0.687322735786438,NA,NA,0,26,NA,NA,0,NA,"DBP",5.84e-08,"protein_coding"
289,"KCNJ11",0.931144058704376,1,"ABCC8, KCNJ11, NCR3LG1, NUCB2",0.72478262335062,0.241765497473209,0.96654812082383,1,13,0.275148580471674,0.0584505557684684,0.183310411870479,"rs5219","SBP",3.894e-28,"protein_coding"
290,"BDNF",0.80031830072403,0.75,"BDNF, BDNF-AS",0.632507875561715,0.237319779172142,0.869827654733856,0,2,0.335620850324631,0.0563206775863142,0.167810425162316,"rs11030119, rs962369, rs11030121","DBP",6.65e-18,"protein_coding"
291,"ATP10A",0.604783773422241,NA,"ATP10A",0.604783773422241,NA,NA,0,0,NA,NA,0,"rs10873612","DBP",6.65e-09,"protein_coding"
292,"MXRA7",0.419864416122437,NA,"MXRA7",0.419864416122437,NA,NA,1,1,NA,NA,0,"rs7219390, rs35504735","PP",2.01e-08,"protein_coding"
293,"TCF4",0.797267973423004,NA,"TCF4",0.797267973423004,NA,NA,1,35,NA,NA,0,"rs599550","SBP",1.81e-07,"protein_coding"
294,"ARVCF",0.832998692989349,0.75,"ARVCF",0.832998692989349,NA,NA,0,2,NA,NA,0,"rs12628032, rs2238786, rs1034565","PP",9.21e-27,"protein_coding"
295,"CCDC66",0.796565771102905,NA,"CCDC66, FAM208A",0.7756627202034,0.0295613780770558,0.805224098280455,0,0,0.041806101799011,0.000873875073814636,0.0209030508995054,NA,"DBP",3.54e-12,"protein_coding"
296,"RDH10",0.782562434673309,NA,"RDH10, RPL7",0.732262521982193,0.0711348187139588,0.803397340696152,0,0,0.100599825382232,0.00506016243346779,0.0502999126911161,"rs7837090","SBP",0.00010765,"protein_coding"
297,"BNC2",0.638416171073914,NA,"BNC2",0.638416171073914,NA,NA,0,1,NA,NA,0,"rs2153271, rs11789875","PP",3.34e-07,"protein_coding"
298,"KANK1",0.622577369213104,NA,"KANK1",0.622577369213104,NA,NA,0,9,NA,NA,0,NA,"SBP",7.5e-08,"protein_coding"
299,"TGFB2",0.746112287044525,NA,"TGFB2",0.746112287044525,NA,NA,1,14,NA,NA,0,"rs12088448, rs35981664","DBP",1.57e-16,"protein_coding"
300,"GBF1",0.790864884853363,NA,"C10orf76, GBF1, HPS6, LDB1, NOLC1, PPRC1",0.663982729117076,0.10289097593385,0.766873705050926,0,3,0.152258586883545,0.0105865529286201,0.120509594678879,NA,"PP",5.705e-05,"protein_coding"
301,"CAND1",0.859667122364044,NA,"CAND1, MRPL40P1",0.636361002922058,0.315802542675763,0.952163545597821,1,16,0.446612238883972,0.099731245960477,0.223306119441986,NA,"SBP",1.335e-09,"protein_coding"
302,"UPF3A",0.812609672546387,NA,"CDC16, UPF3A",0.78735876083374,0.0357101818063104,0.823068942640051,0,8,0.0505018234252931,0.00127521708463974,0.0252509117126464,NA,"SBP",3.46e-22,"protein_coding"
303,"DPF3",0.79958838224411,NA,"DPF3",0.79958838224411,NA,NA,0,13,NA,NA,0,"rs4903064","DBP, PP",1.785e-12,"protein_coding"
304,"ZFHX3",0.776323795318604,NA,"ZFHX3",0.776323795318604,NA,NA,0,2,NA,NA,0,"rs62051555","PP",3.15e-09,"protein_coding"
305,"SMG6",0.782743990421295,NA,"HIC1, SMG6",0.715676039457321,0.0948484058538258,0.810524445311147,0,6,0.134135901927948,0.00899622009301206,0.067067950963974,"rs72819593","PP, SBP",1.25e-18,"protein_coding"
306,"YES1",0.866476595401764,0.75,"YES1",0.866476595401764,NA,NA,0,19,NA,NA,0,"rs12955644, rs34413141","SBP",4.095e-19,"protein_coding"
307,"QPCTL",0.834663808345795,NA,"GIPR, QPCTL, SNRPD2",0.726195156574249,0.104641467844329,0.830836624418579,0,1,0.162702977657319,0.0109498367926158,0.104404419660568,"rs2287019","PP",4.54e-13,"protein_coding"
308,"ADCY3",0.799345791339874,NA,"ADCY3, DNAJC27, DNAJC27-AS1, EFR3B",0.557097606360912,0.172484449122018,0.729582055482931,0,5,0.322997579971949,0.0297508851889262,0.14902762323618,"rs10164842, rs55701159, rs73920612","DBP, SBP",2.55e-16,"protein_coding"
309,"JPH2",0.665568470954895,NA,"JPH2",0.665568470954895,NA,NA,0,1,NA,NA,0,"rs6031435, rs6017281, rs6130557","SBP",1.15e-17,"protein_coding"
310,"FNDC3B",0.804236352443695,NA,"FNDC3B",0.804236352443695,NA,NA,0,5,NA,NA,0,"rs4894535","PP",4.294e-09,"protein_coding"
311,"MLH1",0.750693678855896,0.75,"EPM2AIP1, LRRFIP2, MLH1, PRADC1P1, TRANK1",0.717356640100479,0.19078230029578,0.908138940396259,0,14,0.212034784257412,0.0363978861061492,0.262103080749512,NA,"PP",1.87e-10,"protein_coding"
312,"THOC7",0.784932374954224,NA,"ATXN7, THOC7",0.784359186887742,0.000810610337409946,0.785169797225151,1,3,0.00114637613296498,6.57089119115867e-07,0.000573188066482433,NA,"DBP",1.685e-10,"protein_coding"
313,"SYNPO2",0.766325771808624,NA,"KLHL2P1, SYNPO2",0.629168897867203,0.193969111300655,0.823138009167858,0,5,0.274313747882843,0.037624016138766,0.137156873941421,"rs4834735","DBP",5.61e-09,"protein_coding"
314,"PDE5A",0.811774969100952,0.75,"PDE5A",0.811774969100952,NA,NA,0,6,NA,NA,0,"rs66887589","DBP",3.21e-19,"protein_coding"
315,"PROM1",0.906796932220459,NA,"PROM1",0.906796932220459,NA,NA,0,3,NA,NA,0,"rs11730129","PP",5.8e-10,"protein_coding"
316,"DGKB",0.648227095603943,NA,"DGKB",0.648227095603943,NA,NA,0,0,NA,NA,0,"rs13240040","DBP",1.43e-09,"protein_coding"
317,"ZNF618",0.761849701404572,NA,"COL27A1, ZNF618",0.758845835924149,0.00424810730195854,0.763093943226108,0,4,0.00600773096084595,1.80464156489535e-05,0.00300386548042297,"rs13290326, rs10448275","PP, SBP",4.87e-09,"protein_coding"
318,"FRMD3",0.500815153121948,NA,"FRMD3",0.500815153121948,NA,NA,0,0,NA,NA,0,"rs115795127","",NA,"protein_coding"
319,"MED18",0.915012836456299,NA,"EPB41, MED18, PHACTR4, RCC1, TRNAU1AP",0.796932506561279,0.0801087857757324,0.877041292337012,0,3,0.147600412368775,0.00641741755846219,0.044491529464721,NA,"SBP",1.57e-11,"protein_coding"
320,"SZT2",0.886918187141419,NA,"CDC20, ELOVL1, HYI, HYI-AS1, MED8, MPL, SZT2, TIE1",0.762342095375061,0.16019309120707,0.922535186582131,1,11,0.155239513942173,0.0256618264704766,0.0619679391384127,"rs839755, rs2782643, rs6954","SBP, DBP",9.12e-18,"protein_coding"
321,"PTPRJ",0.874639093875885,NA,"AGBL2, C11orf49, C1QTNF4, CELF1, FAM180B, FNBP4, KBTBD4, LRP4, MTCH2, NDUFS3, NUP160, PACSIN3, PSMC3, PTPMT1, PTPRJ, RAPSN, SLC39A13, SPI1",0.671739000413153,0.16499693480408,0.836735935217233,0,13,0.227240830659866,0.0272239884947417,0.187938317656517,NA,"SBP",4.82e-23,"protein_coding"
322,"PPM1A",0.810164391994476,0.75,"PPM1A",0.810164391994476,NA,NA,1,18,NA,NA,0,NA,"DBP",2.33e-08,"protein_coding"
323,"KLHL25",0.787918150424957,NA,"AKAP13, KLHL25",0.771695971488953,0.0229416254625407,0.794637596951493,0,6,0.0324443578720091,0.000526318178863498,0.0162221789360044,NA,"SBP",4.58e-13,"protein_coding"
324,"MSI2",0.788515567779541,NA,"MSI2",0.788515567779541,NA,NA,0,6,NA,NA,0,"rs12325702","PP",1.07e-11,"protein_coding"
325,"KLHL29",0.66972017288208,NA,"KLHL29, UBXN2A",0.598369807004928,0.10090465510375,0.699274462108679,0,1,0.142700731754303,0.0101817494216068,0.0713503658771515,NA,"PP",6.58e-10,"protein_coding"
326,"SUPT7L",0.775940358638763,NA,"GPN1, SLC4A1AP, SUPT7L",0.76353104909261,0.0431616371458186,0.806692686238429,0,2,0.0533964931964875,0.00186292692110731,0.041802316904068,NA,"SBP",9.87e-09,"protein_coding"
327,"RPS7",0.679684817790985,NA,"RPS7",0.679684817790985,NA,NA,0,13,NA,NA,0,NA,"DBP",2.215e-06,"protein_coding"
328,"RNF215",0.875825464725494,NA,"ASCC2, CCDC157, GATSL3, RNF215, SF3A1, TBC1D10A",0.673933992783228,0.181489845516675,0.855423838299903,0,0,0.242269766330719,0.0329385640256666,0.175488620996475,NA,"PP",2.48e-10,"protein_coding"
329,"GFM1",0.845056414604187,NA,"GFM1, LXN, MFSD1, MLF1, RARRES1",0.643602174520493,0.2189588195615,0.862560994081993,0,1,0.251817800104618,0.0479429646637655,0.366015046834946,"rs2303909, rs8455","DBP",1.66e-15,"protein_coding"
330,"PPP3CA",0.780528068542481,0.75,"BANK1, PPP3CA",0.588315099477768,0.271830187715317,0.860145287193085,1,13,0.384425938129426,0.0738916509533447,0.192212969064713,"rs1527351, rs13116679, rs1441433","DBP",1.59817e-16,"protein_coding"
331,"LRBA",0.73826664686203,NA,"LRBA",0.73826664686203,NA,NA,0,1,NA,NA,0,"rs6823767","SBP",1.85e-09,"protein_coding"
332,"PRELID1",0.728207588195801,NA,"MXD3, PRELID1, RAB24",0.716246445973714,0.0105848083292524,0.726831254302967,0,2,0.01794171333313,0.000112038167367011,0.0100590288639071,"rs28362590","DBP",2.345e-09,"protein_coding"
333,"SLC17A3",0.895970702171326,NA,"HFE, HIST1H1T, HIST1H2AC, HIST1H2BC, HIST1H4C, SLC17A2, SLC17A3",0.664108374289104,0.200177523431288,0.864285897720393,0,0,0.270506049195926,0.040071040887084,0.176647543907165,"rs1408272, rs56027330","DBP",3.29e-21,"protein_coding"
333,"HFE",0.835668325424194,1,"HFE, HIST1H1T, HIST1H2AC, HIST1H2BC, HIST1H4C, SLC17A2, SLC17A3",0.664108374289104,0.200177523431288,0.864285897720393,0,9,0.270506049195926,0.040071040887084,0.176647543907165,"rs1799945, rs1800562","DBP",6.62e-57,"protein_coding"
334,"HMGA1",0.789841890335083,NA,"C6orf1, CYCSP55, GRM4, HMGA1, KRT18P9, NUDT3, RPL35P2",0.423435547522136,0.332394426394552,0.755829973916688,0,37,0.427474066615104,0.110486054698163,0.647491250187158,"rs73744859","DBP",3.74e-12,"protein_coding"
335,"GTF2I",0.82744562625885,NA,"GTF2I, STAG3L2",0.735047966241837,0.130670023927599,0.865717990169435,0,27,0.184795320034027,0.0170746551532392,0.0923976600170134,"rs34324971","DBP",1.28e-06,"protein_coding"
336,"MARK2P10",0.102194614708424,NA,"MARK2P10",0.102194614708424,NA,NA,0,0,NA,NA,0,NA,"DBP",1.17e-15,"pseudogene"
337,"MTAP",0.771938443183899,NA,"MTAP",0.771938443183899,NA,NA,0,8,NA,NA,0,"rs4364717, rs4615669","DBP",2.57e-08,"protein_coding"
338,"PAPPA2",0.769688546657562,NA,"PAPPA2",0.769688546657562,NA,NA,0,0,NA,NA,0,"rs12118102","PP",3.695e-14,"protein_coding"
339,"GPR157",0.64659458398819,NA,"GPR157",0.64659458398819,NA,NA,0,0,NA,NA,0,NA,"PP",1.96e-10,"protein_coding"
340,"TSPAN14",0.832719564437866,NA,"FAM213A, TSPAN14",0.676303148269653,0.221206217122881,0.897509365392534,0,2,0.312832832336426,0.0489321904938152,0.156416416168213,"rs10887914","PP",2.16e-12,"protein_coding"
341,"DUSP16",0.821614325046539,NA,"APOLD1, DUSP16, LOH12CR1",0.78377377986908,0.0903132027336502,0.87408698260273,0,6,0.097856372594834,0.0081564745880094,0.084157854318619,"rs736107, rs11609905","SBP, PP",3.23e-14,"protein_coding"
342,"PAWR",0.838694751262665,NA,"PAWR, SYT1",0.800348579883575,0.0542296756293914,0.854578255512967,1,10,0.076692342758179,0.00294085771886901,0.0383461713790896,"rs8176822","PP",1.161e-13,"protein_coding"
343,"KIF26A",0.564561665058136,NA,"KIF26A",0.564561665058136,NA,NA,0,1,NA,NA,0,"rs34161718","DBP",4.08e-09,"protein_coding"
344,"RIN3",0.894591867923737,NA,"RIN3",0.894591867923737,NA,NA,0,5,NA,NA,0,"rs10498635, rs11160085","PP",1.1315e-08,"protein_coding"
345,"SPAG5",0.799959480762482,NA,"FAM222B, RAB34, RP11-192H23.4, SPAG5, SUPT6H",0.671117615699768,0.196968318648931,0.8680859343487,0,7,0.183278977870941,0.038796518551387,0.202995657920838,NA,"PP",1.09e-09,"protein_coding"
346,"CYTH1",0.784932374954224,NA,"CYTH1, USP36",0.71492949128151,0.0989990274951789,0.813928518776688,0,4,0.140005767345429,0.00980080744499118,0.0700028836727145,"rs7217916","SBP",1.56e-12,"protein_coding"
347,"MERTK",0.859541296958923,NA,"FBLN7, MERTK, TMEM87B",0.814970950285594,0.0549628782506484,0.869933828536242,1,2,0.066855520009994,0.0030209179855956,0.0529919564723964,"rs28377357","DBP",6.08e-11,"protein_coding"
348,"CACNB4",0.887484014034271,1,"CACNB4, STAM2",0.878574669361115,0.0125997160686344,0.891174385429749,0,8,0.017818689346313,0.000158752845010205,0.00890934467315629,NA,"PP",1.37e-10,"protein_coding"
349,"PNPT1",0.762152194976807,NA,"PNPT1, SMEK2",0.609323889017106,0.216131863002715,0.82545575201982,0,3,0.305656611919403,0.0467129822050243,0.152828305959701,NA,"DBP,SBP",2.58e-12,"protein_coding"
350,"CDK5RAP1",0.80965667963028,NA,"CBFA2T2, CDK5RAP1, PXMP4, ZNF341",0.708875179290772,0.0896469992382548,0.798522178529027,0,4,0.134375333786011,0.00803658447242366,0.120232909917831,NA,"DBP",1.33e-10,"protein_coding"
351,"PHLDB2",0.734822869300842,NA,"PHLDB2, PLCXD2",0.722053408622741,0.0180587444751596,0.740112153097901,0,0,0.0255389213562009,0.000326118252019108,0.0127694606781006,"rs28675079, rs6438013","DBP",2.4e-10,"protein_coding"
352,"PCDH18",0.898679316043854,NA,"PCDH18, RPS23P2",0.501899711787701,0.561131097612081,1.06303080939978,0,2,0.793559208512306,0.314868108707339,0.396779604256153,"rs9330353","SBP",1.655e-15,"protein_coding"
353,"NPR3",0.988345682621002,1,"NPR3",0.988345682621002,NA,NA,2,21,NA,NA,0,"rs7729447, rs3828591, rs3828589, rs1421811","SBP",3.54e-60,"protein_coding"
354,"AHRR",0.708551406860352,NA,"AHRR",0.708551406860352,NA,NA,0,3,NA,NA,0,"rs4957026","SBP",8.2e-09,"protein_coding"
355,"PLK2",0.76353394985199,NA,"PLK2",0.76353394985199,NA,NA,0,2,NA,NA,0,"rs1848510","DBP",3.33e-10,"protein_coding"
356,"EPB41L2",0.751849234104157,NA,"EPB41L2",0.751849234104157,NA,NA,0,10,NA,NA,0,"rs9885632","SBP",4.46e-10,"protein_coding"
357,"FOXC1",0.819150507450104,NA,"FOXC1, GMDS",0.806092590093613,0.0184666838218966,0.82455927391551,0,7,0.026115834712982,0.000341018411377897,0.013057917356491,"rs2745599","SBP",1.503e-11,"protein_coding"
358,"DDHD2",0.87525874376297,NA,"BAG4, DDHD2, FGFR1, LETM2, LSM1, PPAPDC1B, WHSC1L1",0.646354198455811,0.198078986498974,0.844433184954785,0,1,0.267055302858353,0.0392352848924607,0.293237507343292,"rs2306899, rs1906672","SBP",2.94e-16,"protein_coding"
359,"MAPKAP1",0.765228390693665,0.75,"MAPKAP1, PPP6C, RABEPK, SCAI",0.759486734867096,0.0248282219878427,0.784314956854939,0,20,0.0216165383656813,0.000616440607077594,0.0198759436607361,NA,"SBP",1.88e-15,"protein_coding"
360,"FAM129B",0.644656598567963,NA,"FAM129B",0.644656598567963,NA,NA,0,4,NA,NA,0,"rs1891730, rs2252730","SBP",1.07e-08,"protein_coding"
361,"MLLT3",0.821846425533295,NA,"MLLT3",0.821846425533295,NA,NA,0,5,NA,NA,0,"rs2780841","SBP",0.0006626,"protein_coding"
362,"ZDHHC18",0.837102055549622,NA,"ARID1A, ZDHHC18",0.811047673225403,0.0368464608421644,0.847894134067567,0,0,0.0521087646484381,0.00135766167659315,0.0260543823242191,"rs75460349","DBP,SBP",2.83e-10,"protein_coding"
363,"DDAH1",0.865311026573181,0.75,"CYR61, DDAH1",0.645922154188156,0.310262718760643,0.956184872948799,1,0,0.43877774477005,0.0962629546527456,0.219388872385025,"rs12034319","PP",2.48e-05,"protein_coding"
364,"ANK3",0.776957809925079,NA,"ANK3",0.776957809925079,NA,NA,0,4,NA,NA,0,"rs10761530","DBP",8.92e-10,"protein_coding"
365,"NAT10",0.837252140045166,NA,"CAPRIN1, NAT10",0.820225119590759,0.0240798432534258,0.844304962844185,0,7,0.034054040908813,0.000579838851109556,0.0170270204544065,NA,"SBP",3.28e-07,"protein_coding"
366,"ANO1",0.859980225563049,NA,"ANO1",0.859980225563049,NA,NA,0,1,NA,NA,0,"rs875106","DBP",1.995e-14,"protein_coding"
367,"MAPKBP1",0.733409583568573,NA,"JMJD7, MAPKBP1, MGA, PLA2G4B",0.693347290158272,0.0526530810888997,0.746000371247171,0,3,0.053416391213735,0.00277234694815424,0.0642708986997603,NA,"DBP",6.595e-19,"protein_coding"
368,"SLCO3A1",0.756019353866577,NA,"SLCO3A1",0.756019353866577,NA,NA,0,2,NA,NA,0,"rs873122","DBP",2.91e-09,"protein_coding"
369,"MYH11",0.915033638477325,NA,"MYH11",0.915033638477325,NA,NA,0,4,NA,NA,0,"rs3915425","PP",1.2e-17,"protein_coding"
370,"ZNF423",0.721953928470612,NA,"ZNF423",0.721953928470612,NA,NA,0,1,NA,NA,0,"rs10468291, rs4785340, rs34294937","DBP,SBP",9.7e-08,"protein_coding"
371,"CDYL2",0.714214205741882,NA,"CDYL2",0.714214205741882,NA,NA,0,0,NA,NA,0,NA,"PP",6.585e-14,"protein_coding"
372,"ADAP2",0.792371690273285,NA,"ADAP2, ATAD5, CRLF3",0.766347924868266,0.0448354935039275,0.811183418372193,0,3,0.0390356481075285,0.00201022147774072,0.0388975441455841,"rs3760318","DBP",3.73e-07,"protein_coding"
373,"RRAS",0.810367524623871,NA,"CPT1C, RRAS, SCAF1",0.795720080534617,0.0637578809335673,0.859477961468184,0,5,0.0827392935752865,0.00406506738113894,0.062483251094818,"rs61760904","",NA,"protein_coding"
374,"FIGN",0.836949348449707,NA,"FIGN, PRPS1P1",0.469571981579066,0.519550054737377,0.989122036316443,0,0,0.734754733741283,0.269932259377612,0.367377366870642,"rs4668424, rs59950510","SBP",2.53e-11,"protein_coding"
375,"ZNF385B",0.826773166656494,NA,"ZNF385B",0.826773166656494,NA,NA,0,0,NA,NA,0,NA,"SBP",8.79e-11,"protein_coding"
376,"ERBB4",0.779840588569641,NA,"ERBB4",0.779840588569641,NA,NA,0,23,NA,NA,0,"rs12694277","SBP",1.8e-09,"protein_coding"
377,"SLC24A3",0.727582216262817,NA,"SLC24A3",0.727582216262817,NA,NA,0,0,NA,NA,0,"rs6035355, rs6081613, rs6046140","PP",2.59e-34,"protein_coding"
378,"NFATC2",0.775794267654419,NA,"NFATC2",0.775794267654419,NA,NA,0,10,NA,NA,0,"rs6021247","SBP",1.4935e-12,"protein_coding"
